"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Cost per Website Lead (USD)","Website Leads","Cost per Lead (Form) (USD)","Leads (Form)","Offer Claims","Cost per Offer Claim (USD)","Cost per Website Content Views (USD)","Cost per Website Purchase (USD)","Cost per Page Like (USD)","Post Reactions"
2017-04-28,2017-05-14,Offer_Course1_20150508_75VidAl_IssaITFinBiz_Mobile,"Los Angeles",35,Lifetime,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_75VidAl_IssaITFinBiz_Mobile,"San Francisco-Oak-San Jose",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_75VidAl_IssaITFinBiz_Mobile,"Las Vegas",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_75VidAl_IssaITFinBiz_Mobile,Sacramnto-Stkton-Modesto,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"New York",35,Lifetime,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Philadelphia,35,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Detroit,35,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Boston (Manchester)",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Pittsburgh,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Cleveland-Akron (Canton)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Washington, DC (Hagrstwn)",35,Lifetime,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Baltimore,35,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Buffalo,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Cincinnati,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Charlotte,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Greensboro-H.Point-W.Salem,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Charleston, SC",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Indianapolis,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Miami-Ft. Lauderdale",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Tallahassee-Thomasville,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Columbus, OH",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Tampa-St. Pete (Sarasota)",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Norfolk-Portsmth-Newpt Nws",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Greenville-N.Bern-Washngtn,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Columbia, SC",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Toledo,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"West Palm Beach-Ft. Pierce",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Richmond-Petersburg,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Raleigh-Durham (Fayetvlle)",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Jacksonville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Grand Rapids-Kalmzoo-B.Crk",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Roanoke-Lynchburg,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Chicago,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"St. Louis",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Rockford,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Milwaukee,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Houston,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"New Orleans",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Dallas-Ft. Worth",35,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Monroe-El Dorado",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Birmingham (Ann And Tusc)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Memphis,35,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Lafayette, LA",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Nashville,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Montgomery-Selma,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Baton Rouge",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"El Paso (Las Cruces)",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"Los Angeles",35,Lifetime,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,"San Francisco-Oak-San Jose",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Seattle-Tacoma,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_cardevmix_Mobile,Sacramnto-Stkton-Modesto,35,Lifetime,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"New York",35,Lifetime,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Macon,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Philadelphia,35,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Detroit,35,Lifetime,0.05,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Boston (Manchester)",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Savannah,35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Pittsburgh,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Cleveland-Akron (Canton)",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Washington, DC (Hagrstwn)",35,Lifetime,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Baltimore,35,Lifetime,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Flint-Saginaw-Bay City",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Buffalo,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Cincinnati,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Charlotte,35,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Greensboro-H.Point-W.Salem,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Charleston, SC",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Augusta-Aiken,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Providence-New Bedford",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Columbus, GA (Opelika, Al)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Atlanta,35,Lifetime,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Albany, GA",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Indianapolis,35,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Miami-Ft. Lauderdale",35,Lifetime,0.04,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Louisville,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Tallahassee-Thomasville,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Hartford & New Haven",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Orlando-Daytona Bch-Melbrn",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Columbus, OH",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Tampa-St. Pete (Sarasota)",35,Lifetime,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Dayton,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Norfolk-Portsmth-Newpt Nws",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Greenville-N.Bern-Washngtn,35,Lifetime,0.04,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Columbia, SC",35,Lifetime,0.06,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Toledo,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"West Palm Beach-Ft. Pierce",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Wilmington,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Lansing,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Richmond-Petersburg,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Raleigh-Durham (Fayetvlle)",35,Lifetime,0.17,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Jacksonville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Greenvll-Spart-Ashevll-And,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Roanoke-Lynchburg,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Salisbury,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Corpus Christi",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Chicago,35,Lifetime,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Dothan,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"St. Louis",35,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Shreveport,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Minneapolis-St. Paul",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Kansas City",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Milwaukee,35,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Houston,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"New Orleans",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Dallas-Ft. Worth",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Waco-Temple-Bryan,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Monroe-El Dorado",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Birmingham (Ann And Tusc)",35,Lifetime,0.09,0,12.5,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Austin,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Memphis,35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"San Antonio",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Lafayette, LA",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Alexandria, LA",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Greenwood-Greenville,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Oklahoma City",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Nashville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Ft. Smith-Fay-Sprngdl-Rgrs",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Tulsa,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Wichita-Hutchinson Plus",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Mobile-Pensacola (Ft Walt)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Montgomery-Selma,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Tyler-Longview(Lfkn&Ncgd),35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Baton Rouge",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Jackson, MS",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Biloxi-Gulfport,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Phoenix (Prescott)",35,Lifetime,0.02,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Los Angeles",35,Lifetime,0.06,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"San Francisco-Oak-San Jose",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,"Portland, OR",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Sacramnto-Stkton-Modesto,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,JLRFearLight_PgLike_VidView,Fresno-Visalia,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"New York",35,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Macon,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Philadelphia,35,Lifetime,0.13,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Detroit,35,Lifetime,0.13,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Boston (Manchester)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Savannah,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Pittsburgh,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Ft. Wayne",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Cleveland-Akron (Canton)",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Washington, DC (Hagrstwn)",35,Lifetime,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Baltimore,35,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Flint-Saginaw-Bay City",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Cincinnati,35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Charlotte,35,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Greensboro-H.Point-W.Salem,35,Lifetime,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Charleston, SC",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Augusta-Aiken,35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Columbus, GA (Opelika, Al)",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Atlanta,35,Lifetime,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Indianapolis,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Miami-Ft. Lauderdale",35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Louisville,35,Lifetime,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Tallahassee-Thomasville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Hartford & New Haven",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Orlando-Daytona Bch-Melbrn",35,Lifetime,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Columbus, OH",35,Lifetime,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Youngstown,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Tampa-St. Pete (Sarasota)",35,Lifetime,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Lexington,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Dayton,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Springfield-Holyoke,35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Norfolk-Portsmth-Newpt Nws",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Greenville-N.Bern-Washngtn,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Columbia, SC",35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Toledo,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"West Palm Beach-Ft. Pierce",35,Lifetime,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Syracuse,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Richmond-Petersburg,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Knoxville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Lima,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Raleigh-Durham (Fayetvlle)",35,Lifetime,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Jacksonville,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Grand Rapids-Kalmzoo-B.Crk",35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Charleston-Huntington,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Harrisburg-Lncstr-Leb-York,35,Lifetime,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Greenvll-Spart-Ashevll-And,35,Lifetime,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,"Myrtle Beach-Florence",35,Lifetime,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Chattanooga,35,Lifetime,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,Offer_Course1_20150508_LkPgLatCarDFPow_Mobile,Chicago,35,Lifetime,0.12,0,0,,,,,,,,,,,,,
